chain,flag_type,reason,stimulus_id,subject_id,upstream_pointer,user
1,stimulus,Other: Accidentally pulled my headphone plug out and I can't replay the clip,8,3d6a0156c9f04697805150d14ad2decb,16,3d6a0156c9f04697805150d14ad2decb
-1,self,Other: Could not hear. ,42,c0f44f169ad04320b556491fd7c3d6ea,-1,c0f44f169ad04320b556491fd7c3d6ea
-1,self,Speech stops or starts abruptly / speech sounds cut off,50,c0f44f169ad04320b556491fd7c3d6ea,-1,c0f44f169ad04320b556491fd7c3d6ea
1,self,Contains speech errors,11,3b6468ae3cd04c5cb8d006ad2b076f88,6,3b6468ae3cd04c5cb8d006ad2b076f88
2,self,Contains speech errors,0,3b6468ae3cd04c5cb8d006ad2b076f88,3,3b6468ae3cd04c5cb8d006ad2b076f88
-1,self,Other: Ran longer that original.,45,3b6468ae3cd04c5cb8d006ad2b076f88,-1,3b6468ae3cd04c5cb8d006ad2b076f88
0,self,Other: Could not understand prior recording at all,26,433477a1ba034d3eb5a1e912d460d543,3,433477a1ba034d3eb5a1e912d460d543
1,self,Other: Did not understand/hear what was said in the recording at all.,12,433477a1ba034d3eb5a1e912d460d543,3,433477a1ba034d3eb5a1e912d460d543
1,self,Contains speech errors,30,433477a1ba034d3eb5a1e912d460d543,2,433477a1ba034d3eb5a1e912d460d543
0,self,Contains speech errors,29,433477a1ba034d3eb5a1e912d460d543,2,433477a1ba034d3eb5a1e912d460d543
0,self,Contains speech errors,2,433477a1ba034d3eb5a1e912d460d543,3,433477a1ba034d3eb5a1e912d460d543
0,self,Contains speech errors,4,433477a1ba034d3eb5a1e912d460d543,3,433477a1ba034d3eb5a1e912d460d543
1,stimulus,Other: unable to decipher what was spoken,25,ae5d2b8dcbbd4757aa06ffcd566fe8ae,9,ae5d2b8dcbbd4757aa06ffcd566fe8ae
1,stimulus,Other: Sounded mumbled so I could not decipher what was said,13,ae5d2b8dcbbd4757aa06ffcd566fe8ae,19,ae5d2b8dcbbd4757aa06ffcd566fe8ae
1,stimulus,Other: Unable to decipher what was said,27,ae5d2b8dcbbd4757aa06ffcd566fe8ae,7,ae5d2b8dcbbd4757aa06ffcd566fe8ae
2,stimulus,Other: Unable to decipher,20,ae5d2b8dcbbd4757aa06ffcd566fe8ae,11,ae5d2b8dcbbd4757aa06ffcd566fe8ae
2,stimulus,Other: Unable to decipher,21,ae5d2b8dcbbd4757aa06ffcd566fe8ae,16,ae5d2b8dcbbd4757aa06ffcd566fe8ae
0,stimulus,Speech stops or starts abruptly / speech sounds cut off,16,ae5d2b8dcbbd4757aa06ffcd566fe8ae,19,ae5d2b8dcbbd4757aa06ffcd566fe8ae
2,stimulus,Other: could not decipher what was spoiken,32,ae5d2b8dcbbd4757aa06ffcd566fe8ae,16,ae5d2b8dcbbd4757aa06ffcd566fe8ae
1,stimulus,Speech stops or starts abruptly / speech sounds cut off,31,ae5d2b8dcbbd4757aa06ffcd566fe8ae,23,ae5d2b8dcbbd4757aa06ffcd566fe8ae
2,self,Other: flagged by accident,39,ae5d2b8dcbbd4757aa06ffcd566fe8ae,21,ae5d2b8dcbbd4757aa06ffcd566fe8ae
1,stimulus,Other: Unable to decipher what was spoken,34,ae5d2b8dcbbd4757aa06ffcd566fe8ae,24,ae5d2b8dcbbd4757aa06ffcd566fe8ae
1,stimulus,Speech stops or starts abruptly / speech sounds cut off,26,ae5d2b8dcbbd4757aa06ffcd566fe8ae,14,ae5d2b8dcbbd4757aa06ffcd566fe8ae
1,stimulus,Other: no,8,ae5d2b8dcbbd4757aa06ffcd566fe8ae,14,ae5d2b8dcbbd4757aa06ffcd566fe8ae
2,stimulus,Other: mumbling,9,ae5d2b8dcbbd4757aa06ffcd566fe8ae,7,ae5d2b8dcbbd4757aa06ffcd566fe8ae
1,stimulus,Speech stops or starts abruptly / speech sounds cut off,2,ae5d2b8dcbbd4757aa06ffcd566fe8ae,18,ae5d2b8dcbbd4757aa06ffcd566fe8ae
-1,stimulus,Speech stops or starts abruptly / speech sounds cut off,50,ae5d2b8dcbbd4757aa06ffcd566fe8ae,-1,ae5d2b8dcbbd4757aa06ffcd566fe8ae
0,stimulus,Other: person was mumbling. can't understand,24,eaa1245e2b6f49a7ba6a538cd7f75dc9,11,eaa1245e2b6f49a7ba6a538cd7f75dc9
2,stimulus,Other: couldn't hear the second half of the sentence. the person was mumbling,10,eaa1245e2b6f49a7ba6a538cd7f75dc9,15,eaa1245e2b6f49a7ba6a538cd7f75dc9
0,stimulus,Speech stops or starts abruptly / speech sounds cut off,13,eaa1245e2b6f49a7ba6a538cd7f75dc9,26,eaa1245e2b6f49a7ba6a538cd7f75dc9
0,stimulus,Other: couldn't hear anything because of the loud background noise,21,eaa1245e2b6f49a7ba6a538cd7f75dc9,5,eaa1245e2b6f49a7ba6a538cd7f75dc9
1,stimulus,Other: background noise is too loud,17,eaa1245e2b6f49a7ba6a538cd7f75dc9,9,eaa1245e2b6f49a7ba6a538cd7f75dc9
1,stimulus,Other: couldn't understand what the person said because of the background noise,25,eaa1245e2b6f49a7ba6a538cd7f75dc9,7,eaa1245e2b6f49a7ba6a538cd7f75dc9
2,stimulus,Other: the person was mumbling so i couldn't understand anything he was saying,28,eaa1245e2b6f49a7ba6a538cd7f75dc9,11,eaa1245e2b6f49a7ba6a538cd7f75dc9
2,stimulus,Other: the background noise was too loud,30,eaa1245e2b6f49a7ba6a538cd7f75dc9,5,eaa1245e2b6f49a7ba6a538cd7f75dc9
0,stimulus,Other: background noise is too loud,22,eaa1245e2b6f49a7ba6a538cd7f75dc9,12,eaa1245e2b6f49a7ba6a538cd7f75dc9
0,stimulus,Other: mumbling,26,eaa1245e2b6f49a7ba6a538cd7f75dc9,13,eaa1245e2b6f49a7ba6a538cd7f75dc9
0,stimulus,Other: it wasn't clear so I couldn't hear what she said,35,eaa1245e2b6f49a7ba6a538cd7f75dc9,9,eaa1245e2b6f49a7ba6a538cd7f75dc9
2,stimulus,Other: mumbling,29,eaa1245e2b6f49a7ba6a538cd7f75dc9,20,eaa1245e2b6f49a7ba6a538cd7f75dc9
1,stimulus,Other: background noise was too loud,0,eaa1245e2b6f49a7ba6a538cd7f75dc9,12,eaa1245e2b6f49a7ba6a538cd7f75dc9
1,stimulus,Other: can't understand what the person is saying,2,eaa1245e2b6f49a7ba6a538cd7f75dc9,11,eaa1245e2b6f49a7ba6a538cd7f75dc9
2,stimulus,Other: background noise was too loud,5,eaa1245e2b6f49a7ba6a538cd7f75dc9,10,eaa1245e2b6f49a7ba6a538cd7f75dc9
0,stimulus,Other: couldn't understand,4,eaa1245e2b6f49a7ba6a538cd7f75dc9,16,eaa1245e2b6f49a7ba6a538cd7f75dc9
0,stimulus,Other: couldn't hear what the person said,36,eaa1245e2b6f49a7ba6a538cd7f75dc9,9,eaa1245e2b6f49a7ba6a538cd7f75dc9
1,stimulus,"Other: the person was mumbling, couldn't understand anything he said",9,eaa1245e2b6f49a7ba6a538cd7f75dc9,18,eaa1245e2b6f49a7ba6a538cd7f75dc9
-1,stimulus,Other: background noise is too loud,50,eaa1245e2b6f49a7ba6a538cd7f75dc9,-1,eaa1245e2b6f49a7ba6a538cd7f75dc9
2,self,Other: could not understand speech,11,ac897fd4c5684297a2dcbcf9d48b9ff7,1,ac897fd4c5684297a2dcbcf9d48b9ff7
2,self,Other: could not understand speech,10,ac897fd4c5684297a2dcbcf9d48b9ff7,1,ac897fd4c5684297a2dcbcf9d48b9ff7
2,self,Other: could not understand speech,25,ac897fd4c5684297a2dcbcf9d48b9ff7,4,ac897fd4c5684297a2dcbcf9d48b9ff7
0,self,Other: could not understand speech,31,ac897fd4c5684297a2dcbcf9d48b9ff7,3,ac897fd4c5684297a2dcbcf9d48b9ff7
1,self,Other: I could not understand the words,30,ac897fd4c5684297a2dcbcf9d48b9ff7,1,ac897fd4c5684297a2dcbcf9d48b9ff7
1,self,Other: I could not understand the speech,35,ac897fd4c5684297a2dcbcf9d48b9ff7,5,ac897fd4c5684297a2dcbcf9d48b9ff7
1,self,Other: could not understand speech,4,ac897fd4c5684297a2dcbcf9d48b9ff7,1,ac897fd4c5684297a2dcbcf9d48b9ff7
1,self,Other: could not understand recording,7,ac897fd4c5684297a2dcbcf9d48b9ff7,1,ac897fd4c5684297a2dcbcf9d48b9ff7
1,stimulus,Other: could not understand,24,ac897fd4c5684297a2dcbcf9d48b9ff7,3,ac897fd4c5684297a2dcbcf9d48b9ff7
0,stimulus,Other: too much background noise,20,f14a9fc4ffb24e5aa82e7da41e05ad59,11,f14a9fc4ffb24e5aa82e7da41e05ad59
0,self,Speech stops or starts abruptly / speech sounds cut off,14,f14a9fc4ffb24e5aa82e7da41e05ad59,18,f14a9fc4ffb24e5aa82e7da41e05ad59
0,stimulus,Other: mumbles,19,f14a9fc4ffb24e5aa82e7da41e05ad59,16,f14a9fc4ffb24e5aa82e7da41e05ad59
2,stimulus,Speech stops or starts abruptly / speech sounds cut off,37,f14a9fc4ffb24e5aa82e7da41e05ad59,12,f14a9fc4ffb24e5aa82e7da41e05ad59
2,stimulus,Other: mumbles,3,f14a9fc4ffb24e5aa82e7da41e05ad59,9,f14a9fc4ffb24e5aa82e7da41e05ad59
1,stimulus,Other: mumbles,4,f14a9fc4ffb24e5aa82e7da41e05ad59,10,f14a9fc4ffb24e5aa82e7da41e05ad59
2,stimulus,Contains speech errors,25,94525772014f4a44a2dd99965ddc9a15,6,94525772014f4a44a2dd99965ddc9a15
1,stimulus,Contains speech errors,13,94525772014f4a44a2dd99965ddc9a15,8,94525772014f4a44a2dd99965ddc9a15
0,self,Contains speech errors,30,94525772014f4a44a2dd99965ddc9a15,7,94525772014f4a44a2dd99965ddc9a15
1,stimulus,Contains speech errors,7,94525772014f4a44a2dd99965ddc9a15,13,94525772014f4a44a2dd99965ddc9a15
1,stimulus,Other: inaudible,27,7730872565ce4850b9f4bfc7309832b9,1,7730872565ce4850b9f4bfc7309832b9
1,stimulus,Other: completely inaudible,28,7730872565ce4850b9f4bfc7309832b9,5,7730872565ce4850b9f4bfc7309832b9
2,self,Speech stops or starts abruptly / speech sounds cut off,25,0efbe599f68b4e7ab5691154451ea834,21,0efbe599f68b4e7ab5691154451ea834
1,self,Other: could not hear sentence at all,17,0efbe599f68b4e7ab5691154451ea834,11,0efbe599f68b4e7ab5691154451ea834
-1,self,Contains speech errors,44,ff5d44de765e4e13b219fe480a34e42a,-1,ff5d44de765e4e13b219fe480a34e42a
1,stimulus,Other: difficult to hear the last part,21,05dd2d694153452f816e88539b54d534,2,05dd2d694153452f816e88539b54d534
-1,self,Other: i pressed the button at the wrong time,41,05dd2d694153452f816e88539b54d534,-1,05dd2d694153452f816e88539b54d534
0,self,Other: couldn't make out anything being said,32,a853554ce3154019a2952e4ed88089e8,14,a853554ce3154019a2952e4ed88089e8
0,self,Speech stops or starts abruptly / speech sounds cut off,36,a853554ce3154019a2952e4ed88089e8,9,a853554ce3154019a2952e4ed88089e8
2,self,Contains speech errors,2,b608b8e50714476fb61a1b43ece6e612,0,b608b8e50714476fb61a1b43ece6e612
2,self,Other: noise,12,b608b8e50714476fb61a1b43ece6e612,0,b608b8e50714476fb61a1b43ece6e612
2,self,Other: has extra noise,37,b608b8e50714476fb61a1b43ece6e612,0,b608b8e50714476fb61a1b43ece6e612
0,stimulus,Contains speech errors,24,efde853a1efd4bd18142aa27a6e0a2ef,10,efde853a1efd4bd18142aa27a6e0a2ef
1,self,Contains speech errors,13,efde853a1efd4bd18142aa27a6e0a2ef,14,efde853a1efd4bd18142aa27a6e0a2ef
0,self,Other: Could not understand any of the audio,12,efde853a1efd4bd18142aa27a6e0a2ef,10,efde853a1efd4bd18142aa27a6e0a2ef
0,self,Other: Could not understand any of the audio,15,efde853a1efd4bd18142aa27a6e0a2ef,9,efde853a1efd4bd18142aa27a6e0a2ef
1,self,Other: Could not understand any of the audio,14,efde853a1efd4bd18142aa27a6e0a2ef,2,efde853a1efd4bd18142aa27a6e0a2ef
2,self,Other: Could not understand any of the audio,16,efde853a1efd4bd18142aa27a6e0a2ef,11,efde853a1efd4bd18142aa27a6e0a2ef
2,self,Other: Could not understand any of the audio,18,efde853a1efd4bd18142aa27a6e0a2ef,15,efde853a1efd4bd18142aa27a6e0a2ef
0,self,Contains speech errors,23,efde853a1efd4bd18142aa27a6e0a2ef,10,efde853a1efd4bd18142aa27a6e0a2ef
0,self,Other: Could not understand any of the audio,28,efde853a1efd4bd18142aa27a6e0a2ef,5,efde853a1efd4bd18142aa27a6e0a2ef
0,self,Contains speech errors,29,efde853a1efd4bd18142aa27a6e0a2ef,11,efde853a1efd4bd18142aa27a6e0a2ef
-1,self,Contains speech errors,42,efde853a1efd4bd18142aa27a6e0a2ef,-1,efde853a1efd4bd18142aa27a6e0a2ef
2,self,Contains speech errors,2,efde853a1efd4bd18142aa27a6e0a2ef,9,efde853a1efd4bd18142aa27a6e0a2ef
0,self,Other: My recollection did not make sense,0,efde853a1efd4bd18142aa27a6e0a2ef,8,efde853a1efd4bd18142aa27a6e0a2ef
1,stimulus,Other: I couldn't hear her say certain words,3,efde853a1efd4bd18142aa27a6e0a2ef,9,efde853a1efd4bd18142aa27a6e0a2ef
2,self,Contains speech errors,27,efde853a1efd4bd18142aa27a6e0a2ef,20,efde853a1efd4bd18142aa27a6e0a2ef
2,self,Other: Could not understand any of the audio,8,efde853a1efd4bd18142aa27a6e0a2ef,14,efde853a1efd4bd18142aa27a6e0a2ef
1,self,Other: Could not understand any of the audio,7,efde853a1efd4bd18142aa27a6e0a2ef,16,efde853a1efd4bd18142aa27a6e0a2ef
1,self,Other: Could not understand any of the audio,32,efde853a1efd4bd18142aa27a6e0a2ef,17,efde853a1efd4bd18142aa27a6e0a2ef
1,self,Contains speech errors,20,efde853a1efd4bd18142aa27a6e0a2ef,9,efde853a1efd4bd18142aa27a6e0a2ef
1,self,Other: My recollection didn't make sense,21,efde853a1efd4bd18142aa27a6e0a2ef,10,efde853a1efd4bd18142aa27a6e0a2ef
-1,self,Other: missed audio,47,72dfa974d5b048c4859ae4fdb4f175e3,-1,72dfa974d5b048c4859ae4fdb4f175e3
1,stimulus,Other: it was inaudible,15,72dfa974d5b048c4859ae4fdb4f175e3,2,72dfa974d5b048c4859ae4fdb4f175e3
-1,self,Other: Hard to hear,50,4cfb0b38b8ef41fabbee923b346b6c53,-1,4cfb0b38b8ef41fabbee923b346b6c53
2,stimulus,Contains speech errors,24,bdb6d003f5b0416da8dcc528e298ab79,14,bdb6d003f5b0416da8dcc528e298ab79
2,self,Other: Could not hear correctly.,26,bdb6d003f5b0416da8dcc528e298ab79,7,bdb6d003f5b0416da8dcc528e298ab79
1,self,Other: No,27,bdb6d003f5b0416da8dcc528e298ab79,6,bdb6d003f5b0416da8dcc528e298ab79
2,stimulus,Contains speech errors,14,bdb6d003f5b0416da8dcc528e298ab79,19,bdb6d003f5b0416da8dcc528e298ab79
2,self,Other: No,19,bdb6d003f5b0416da8dcc528e298ab79,17,bdb6d003f5b0416da8dcc528e298ab79
2,self,Other: No,32,bdb6d003f5b0416da8dcc528e298ab79,17,bdb6d003f5b0416da8dcc528e298ab79
0,stimulus,Other: No words are clearly intelligible.,28,bdb6d003f5b0416da8dcc528e298ab79,5,bdb6d003f5b0416da8dcc528e298ab79
0,stimulus,Other: Much words not comprehensible.,0,bdb6d003f5b0416da8dcc528e298ab79,12,bdb6d003f5b0416da8dcc528e298ab79
1,stimulus,Other: Some intelligible,3,bdb6d003f5b0416da8dcc528e298ab79,12,bdb6d003f5b0416da8dcc528e298ab79
1,stimulus,Other: Cannot hear anything clearly at all.,38,bdb6d003f5b0416da8dcc528e298ab79,14,bdb6d003f5b0416da8dcc528e298ab79
0,self,Other: No,7,bdb6d003f5b0416da8dcc528e298ab79,11,bdb6d003f5b0416da8dcc528e298ab79
1,self,Other: No,8,bdb6d003f5b0416da8dcc528e298ab79,14,bdb6d003f5b0416da8dcc528e298ab79
2,self,Other: No,21,bdb6d003f5b0416da8dcc528e298ab79,14,bdb6d003f5b0416da8dcc528e298ab79
2,self,Contains speech errors,33,74217265ca5f4afda7ee6fdc702bcf4d,13,74217265ca5f4afda7ee6fdc702bcf4d
0,self,Contains speech errors,26,74217265ca5f4afda7ee6fdc702bcf4d,9,74217265ca5f4afda7ee6fdc702bcf4d
-1,self,Other: background noise,46,66d3db1736dc43f583ae8408c12eaa56,-1,66d3db1736dc43f583ae8408c12eaa56
-1,stimulus,Other: could not understand what was said.,50,66d3db1736dc43f583ae8408c12eaa56,-1,66d3db1736dc43f583ae8408c12eaa56
-1,self,Speech stops or starts abruptly / speech sounds cut off,50,df620594a8aa4d8f92967d7f5c11c423,-1,df620594a8aa4d8f92967d7f5c11c423
1,self,Contains speech errors,33,fbf3412db0e94349a795898e9bcd1567,15,fbf3412db0e94349a795898e9bcd1567
2,self,Other: Could not understand,10,fbf3412db0e94349a795898e9bcd1567,15,fbf3412db0e94349a795898e9bcd1567
1,self,Other: Could not understand,20,fbf3412db0e94349a795898e9bcd1567,10,fbf3412db0e94349a795898e9bcd1567
-1,self,Other: NO,50,eecc903a742c4ace985a8e395765b04c,-1,eecc903a742c4ace985a8e395765b04c
-1,stimulus,Other: Sounds garbled after recording.,43,e86d8c7c8a0645e280d131765d592a47,-1,e86d8c7c8a0645e280d131765d592a47
-1,self,Other: Waited a second too late to stop.  It sounded sped up.,40,e86d8c7c8a0645e280d131765d592a47,-1,e86d8c7c8a0645e280d131765d592a47
0,stimulus,Other: Last bit was cut off on original recording.,16,e86d8c7c8a0645e280d131765d592a47,9,e86d8c7c8a0645e280d131765d592a47
2,stimulus,Other: cant hear,16,94b7c4adb72f4fbabdc0122b7b23a1d3,20,94b7c4adb72f4fbabdc0122b7b23a1d3
0,stimulus,Other: there was no speech at all,25,734bb23d583f4ca7ba21f088fd91be61,6,734bb23d583f4ca7ba21f088fd91be61
0,self,Other: I said no instead of a blank audio file,8,7bb51e0b25c04bb78df216db0caeeec6,7,7bb51e0b25c04bb78df216db0caeeec6
2,self,Other: I only understood a few words about nothing changes and than the other word was either microwave or something.,10,afac52ee7ec748d585c62cf02edee844,14,afac52ee7ec748d585c62cf02edee844
2,self,Other: I only caught the cop needs to tell the doctor ,14,afac52ee7ec748d585c62cf02edee844,16,afac52ee7ec748d585c62cf02edee844
-1,self,Other: my son decided to make an outburst. Again no way to stop and rerecord. ,49,afac52ee7ec748d585c62cf02edee844,-1,afac52ee7ec748d585c62cf02edee844
1,self,Other: I have no idea what they were saying,33,afac52ee7ec748d585c62cf02edee844,16,afac52ee7ec748d585c62cf02edee844
2,self,Other: I only heard something about waves.,18,afac52ee7ec748d585c62cf02edee844,14,afac52ee7ec748d585c62cf02edee844
1,self,Other: I understood absolutely nothing,28,afac52ee7ec748d585c62cf02edee844,10,afac52ee7ec748d585c62cf02edee844
-1,self,Other: I wanted to say it was only than that he took the money. There was no way to rerecord.,40,afac52ee7ec748d585c62cf02edee844,-1,afac52ee7ec748d585c62cf02edee844
1,self,Other: I didn't understand anything that was said ,34,afac52ee7ec748d585c62cf02edee844,14,afac52ee7ec748d585c62cf02edee844
1,self,Other: I had a heard time hearing the person,0,afac52ee7ec748d585c62cf02edee844,12,afac52ee7ec748d585c62cf02edee844
0,self,Other: I had a hard time hearing what people are saying,5,afac52ee7ec748d585c62cf02edee844,7,afac52ee7ec748d585c62cf02edee844
1,self,Other: I am sorry it was hard to hear anything.,25,afac52ee7ec748d585c62cf02edee844,5,afac52ee7ec748d585c62cf02edee844
0,self,Other: It said to try again but no way I can rerecord. it said something about not being very ripe,6,afac52ee7ec748d585c62cf02edee844,3,afac52ee7ec748d585c62cf02edee844
0,self,Other: I was not able to understand a word,9,afac52ee7ec748d585c62cf02edee844,15,afac52ee7ec748d585c62cf02edee844
0,self,Other: I have absolutely no idea what person said and said so during the recording.,21,afac52ee7ec748d585c62cf02edee844,6,afac52ee7ec748d585c62cf02edee844
2,self,Other: The speech recording was incomprehensible to me.,7,f172d9291aac4ace9b63b627515d184e,8,f172d9291aac4ace9b63b627515d184e
-1,self,Other: Blurry speech,50,2625a665e7674928aca61084b51a3642,-1,2625a665e7674928aca61084b51a3642
1,stimulus,Speech stops or starts abruptly / speech sounds cut off,7,2625a665e7674928aca61084b51a3642,16,2625a665e7674928aca61084b51a3642
2,self,Other: Too hard to hear,11,16716c587a584b3bbfc2480bbe534e38,1,16716c587a584b3bbfc2480bbe534e38
2,stimulus,Other: Can't hear it ,10,16716c587a584b3bbfc2480bbe534e38,1,16716c587a584b3bbfc2480bbe534e38
1,stimulus,Other: Too hard to hear,26,16716c587a584b3bbfc2480bbe534e38,0,16716c587a584b3bbfc2480bbe534e38
2,self,Other: I missed it entirely,27,16716c587a584b3bbfc2480bbe534e38,5,16716c587a584b3bbfc2480bbe534e38
0,stimulus,Speech stops or starts abruptly / speech sounds cut off,15,16716c587a584b3bbfc2480bbe534e38,2,16716c587a584b3bbfc2480bbe534e38
1,stimulus,Other: Too hard to hear,25,16716c587a584b3bbfc2480bbe534e38,1,16716c587a584b3bbfc2480bbe534e38
2,stimulus,Other: Too hard to hear,19,16716c587a584b3bbfc2480bbe534e38,0,16716c587a584b3bbfc2480bbe534e38
1,stimulus,Other: Can't hear it ,18,16716c587a584b3bbfc2480bbe534e38,2,16716c587a584b3bbfc2480bbe534e38
1,self,Other: Too hard to hear,31,16716c587a584b3bbfc2480bbe534e38,6,16716c587a584b3bbfc2480bbe534e38
2,stimulus,Other: Can't hear it ,30,16716c587a584b3bbfc2480bbe534e38,1,16716c587a584b3bbfc2480bbe534e38
-1,stimulus,Other: Can't hear it ,50,16716c587a584b3bbfc2480bbe534e38,-1,16716c587a584b3bbfc2480bbe534e38
0,self,Other: I missed it entirely,34,16716c587a584b3bbfc2480bbe534e38,3,16716c587a584b3bbfc2480bbe534e38
0,self,Other: Too hard to hear,6,16716c587a584b3bbfc2480bbe534e38,1,16716c587a584b3bbfc2480bbe534e38
0,stimulus,Speech stops or starts abruptly / speech sounds cut off,4,16716c587a584b3bbfc2480bbe534e38,1,16716c587a584b3bbfc2480bbe534e38
1,stimulus,Other: Too hard to hear,24,16716c587a584b3bbfc2480bbe534e38,4,16716c587a584b3bbfc2480bbe534e38
0,stimulus,Other: Too hard to hear,8,16716c587a584b3bbfc2480bbe534e38,2,16716c587a584b3bbfc2480bbe534e38
0,stimulus,Speech stops or starts abruptly / speech sounds cut off,32,16716c587a584b3bbfc2480bbe534e38,2,16716c587a584b3bbfc2480bbe534e38
-1,self,Other: i made a mistake,47,b9a47e8d9b2948f8b088c3e041a92a11,-1,b9a47e8d9b2948f8b088c3e041a92a11
2,self,Other: It's yes I clickedno by accident and it won't let me click yes ,26,b9a47e8d9b2948f8b088c3e041a92a11,2,b9a47e8d9b2948f8b088c3e041a92a11
1,self,Other: I made a mistake,2,b9a47e8d9b2948f8b088c3e041a92a11,4,b9a47e8d9b2948f8b088c3e041a92a11
0,stimulus,Other: can't hear it at all,34,b9a47e8d9b2948f8b088c3e041a92a11,4,b9a47e8d9b2948f8b088c3e041a92a11
0,self,Other: Distorted and background noise was severe,36,19522bf7ce7d4f23b0a83e5b515e48b9,9,19522bf7ce7d4f23b0a83e5b515e48b9
0,self,Other: Completely unintelligible,21,19522bf7ce7d4f23b0a83e5b515e48b9,6,19522bf7ce7d4f23b0a83e5b515e48b9
2,self,Other: I couldn't hear it,14,19522bf7ce7d4f23b0a83e5b515e48b9,15,19522bf7ce7d4f23b0a83e5b515e48b9
2,self,Contains speech errors,25,a35b69a427af4776b74e42c0acf987a4,16,a35b69a427af4776b74e42c0acf987a4
0,self,Contains speech errors,13,a35b69a427af4776b74e42c0acf987a4,24,a35b69a427af4776b74e42c0acf987a4
2,self,Contains speech errors,22,a35b69a427af4776b74e42c0acf987a4,16,a35b69a427af4776b74e42c0acf987a4
0,self,Other: couldn't understand it,19,a35b69a427af4776b74e42c0acf987a4,13,a35b69a427af4776b74e42c0acf987a4
0,self,Other: couldn't understand it,32,a35b69a427af4776b74e42c0acf987a4,14,a35b69a427af4776b74e42c0acf987a4
2,self,Other: couldn't understand any of it,28,a35b69a427af4776b74e42c0acf987a4,11,a35b69a427af4776b74e42c0acf987a4
1,self,Other: couldn't understand it,36,a35b69a427af4776b74e42c0acf987a4,11,a35b69a427af4776b74e42c0acf987a4
1,stimulus,Contains speech errors,4,a35b69a427af4776b74e42c0acf987a4,11,a35b69a427af4776b74e42c0acf987a4
2,stimulus,Contains obscenities or objectionable content,8,a35b69a427af4776b74e42c0acf987a4,17,a35b69a427af4776b74e42c0acf987a4
0,self,Contains speech errors,30,39a4ff5d3773406ca8daf50a2046ec2b,20,39a4ff5d3773406ca8daf50a2046ec2b
-1,self,Speech stops or starts abruptly / speech sounds cut off,50,39a4ff5d3773406ca8daf50a2046ec2b,-1,39a4ff5d3773406ca8daf50a2046ec2b
0,self,Other: couldn't understand any of it,22,39a4ff5d3773406ca8daf50a2046ec2b,16,39a4ff5d3773406ca8daf50a2046ec2b
1,self,Contains speech errors,34,39a4ff5d3773406ca8daf50a2046ec2b,26,39a4ff5d3773406ca8daf50a2046ec2b
0,self,Other: could not understand what was said.,24,95a0270ec1f44ec9a62578fe6cb1e0a2,14,95a0270ec1f44ec9a62578fe6cb1e0a2
1,stimulus,Speech stops or starts abruptly / speech sounds cut off,18,95a0270ec1f44ec9a62578fe6cb1e0a2,17,95a0270ec1f44ec9a62578fe6cb1e0a2
1,stimulus,Speech stops or starts abruptly / speech sounds cut off,16,95a0270ec1f44ec9a62578fe6cb1e0a2,22,95a0270ec1f44ec9a62578fe6cb1e0a2
0,self,Other: I didn't push the buttons correctly and ended up with silence,10,df565f190d5c43a59eb975f1676d0788,4,df565f190d5c43a59eb975f1676d0788
-1,self,Other: too few words,50,df565f190d5c43a59eb975f1676d0788,-1,df565f190d5c43a59eb975f1676d0788
0,self,Other: hard to hear,25,755665f4c83441e0b2df9eb92691d32f,3,755665f4c83441e0b2df9eb92691d32f
0,self,Speech stops or starts abruptly / speech sounds cut off,39,755665f4c83441e0b2df9eb92691d32f,3,755665f4c83441e0b2df9eb92691d32f
2,stimulus,Speech stops or starts abruptly / speech sounds cut off,20,755665f4c83441e0b2df9eb92691d32f,2,755665f4c83441e0b2df9eb92691d32f
1,self,Speech stops or starts abruptly / speech sounds cut off,21,755665f4c83441e0b2df9eb92691d32f,1,755665f4c83441e0b2df9eb92691d32f
2,self,Contains speech errors,28,755665f4c83441e0b2df9eb92691d32f,4,755665f4c83441e0b2df9eb92691d32f
-1,self,Contains speech errors,44,755665f4c83441e0b2df9eb92691d32f,-1,755665f4c83441e0b2df9eb92691d32f
0,stimulus,Contains speech errors,37,755665f4c83441e0b2df9eb92691d32f,1,755665f4c83441e0b2df9eb92691d32f
2,self,Contains speech errors,0,755665f4c83441e0b2df9eb92691d32f,1,755665f4c83441e0b2df9eb92691d32f
0,self,Speech stops or starts abruptly / speech sounds cut off,2,755665f4c83441e0b2df9eb92691d32f,3,755665f4c83441e0b2df9eb92691d32f
2,self,Other: couldn't understand,5,755665f4c83441e0b2df9eb92691d32f,1,755665f4c83441e0b2df9eb92691d32f
0,stimulus,Contains speech errors,11,31349dc3fe2a4616a8acbbae4fb05fe7,4,31349dc3fe2a4616a8acbbae4fb05fe7
2,stimulus,Contains speech errors,24,31349dc3fe2a4616a8acbbae4fb05fe7,5,31349dc3fe2a4616a8acbbae4fb05fe7
0,stimulus,Contains speech errors,26,31349dc3fe2a4616a8acbbae4fb05fe7,3,31349dc3fe2a4616a8acbbae4fb05fe7
2,stimulus,Contains speech errors,12,31349dc3fe2a4616a8acbbae4fb05fe7,3,31349dc3fe2a4616a8acbbae4fb05fe7
