,chain,character_levdau,check_time,condition,flag_type,gold_candidate_transcription,gold_comparison_transcription,gold_dist,length_accept,reason,stimulus,stimulus_id,subject_id,target_length,upload_time,upstream_pointer,upstream_subject_id,user,user_candidate_transcription,user_comparison_transcription,user_dist,user_short,word_distances
3672,1,0.38297873735427856,815.0,cafe,,Paul enters one test with one proctor at a time,all aussirs garter with one person at a time,0.38297873735427856,1.0,,34.0,34,,10.0,0.0,3,28fb398c41c64b6ebf7a5402ea6d7dd4,7504f72991e342d38fa2136df033a74b,All authors barter with one person at a time,all aussirs garter with one person at a time,0.11363636702299118,7504f729,5.0
2393,1,0.25531914830207825,772.0,cafe,,All authors barter with one person at a time,all authors are ordered by one person at a time,0.25531914830207825,1.0,,34.0,34,,9.0,0.0,4,7504f72991e342d38fa2136df033a74b,6c80819ed90e4ec2b722949d207b071d,all authors are ordered by one person at a time,all authors are ordered by one person at a time,0.0,6c80819e,3.0
4283,1,0.0,1365.0,cafe,,all authors are ordered by one person at a time,all authors are ordered by one person at a time,0.0,1.0,,34.0,34,,10.0,0.0,5,6c80819ed90e4ec2b722949d207b071d,44d36acb17ab420b92a592d91218648a,all authors are ordered by one person at a time,all authors are ordered by one person at a time,0.0,44d36acb,0.0
1498,1,0.0,1506.0,cafe,,all authors are ordered by one person at a time,all others a are ordered by one person at a time,0.1041666641831398,1.0,,34.0,34,,10.0,0.0,6,44d36acb17ab420b92a592d91218648a,dda8b7f3daa94c3c8b503865fc95800b,all authors are ordered by one person at a time,all others a are ordered by one person at a time,0.1041666641831398,dda8b7f3,0.0
2219,1,0.021276595070958138,1176.0,cafe,,all authors are ordered by one person at a time,others are aunted by one person at a time,0.25531914830207825,1.0,,34.0,34,,10.0,0.0,7,dda8b7f3daa94c3c8b503865fc95800b,99dc0221229d46d5947b08a6a4f66976,All authors are ordered by one person at a time,others are aunted by one person at a time,0.25531914830207825,99dc0221,0.0
2587,1,0.08510638028383255,953.0,cafe,,All authors are ordered by one person at a time,all authors are audited by one person at a time,0.10638298094272614,1.0,,34.0,34,,10.0,0.0,8,99dc0221229d46d5947b08a6a4f66976,10a52789b46b4652ba11ed4d2ca0348b,All authors are audited by one person at a time,all authors are audited by one person at a time,0.021276595070958138,10a52789,1.0
2064,1,0.021276595070958138,3003.0,cafe,,All authors are audited by one person at a time,all authors are arated by one person at a time,0.08510638028383255,1.0,,34.0,34,,10.0,0.0,9,10a52789b46b4652ba11ed4d2ca0348b,4572ecac46c5450184c01903c5444e2e,all authors are audited by one person at a time,all authors are arated by one person at a time,0.06382978707551956,4572ecac,0.0
637,1,0.08510638028383255,2315.0,cafe,,all authors are audited by one person at a time,all authors are audited one person at a time,0.06382978707551956,1.0,,34.0,34,,10.0,0.0,10,4572ecac46c5450184c01903c5444e2e,df565f190d5c43a59eb975f1676d0788,All authors are audited one person at a time,all authors are audited one person at a time,0.022727273404598236,df565f19,1.0
524,1,0.375,857.0,cafe,,All authors are audited one person at a time,where authors are audited to be personal france,0.3191489279270172,1.0,,34.0,34,,9.0,0.0,11,df565f190d5c43a59eb975f1676d0788,74217265ca5f4afda7ee6fdc702bcf4d,More authors were audited to be personal friends,where authors are audited to be personal france,0.1875,74217265,7.0
1937,1,0.0416666679084301,993.0,cafe,,More authors were audited to be personal friends,more authors are audited to be personal friends,0.0625,1.0,,34.0,34,,8.0,0.0,12,74217265ca5f4afda7ee6fdc702bcf4d,8d0f270b85d34ee69619e79a675de93a,More authors are audited to be personal friends,more authors are audited to be personal friends,0.021276595070958138,8d0f270b,1.0
1795,1,0.2199999988079071,821.0,cafe,,More authors are audited to be personal friends,while authors are audited to be personal preference,0.21568627655506134,1.0,,34.0,34,,8.0,0.0,13,8d0f270b85d34ee69619e79a675de93a,515b7e4a19034ddb848a8f609835fb48,what authors are audited to be personal preference,while authors are audited to be personal preference,0.05882352963089943,515b7e4a,2.0
3467,1,0.46000000834465027,1081.0,cafe,,what authors are audited to be personal preference,were all on earth for our personal preference,0.41999998688697815,1.0,,34.0,34,,8.0,0.0,14,515b7e4a19034ddb848a8f609835fb48,e0c2fbea427849669dbd64c56c6e4932,we are all on earth for our personal preference ,were all on earth for our personal preference,0.0625,e0c2fbea,8.0
856,1,0.0833333358168602,1792.0,cafe,,we are all on earth for our personal preference ,were all unhurt for a personal prefrets,0.3125,1.0,,34.0,34,,10.0,0.0,15,e0c2fbea427849669dbd64c56c6e4932,682968427b5e47128ce07133a2415fe8,we are all on earth for a personal preference,were all unhurt for a personal prefrets,0.24444444477558136,68296842,2.0
1750,1,0.0,949.0,cafe,,we are all on earth for a personal preference,were all on earth for a personal preference,0.04444444552063942,1.0,,34.0,34,,9.0,0.0,16,682968427b5e47128ce07133a2415fe8,a35b69a427af4776b74e42c0acf987a4,we are all on earth for a personal preference,were all on earth for a personal preference,0.04444444552063942,a35b69a4,0.0
34,1,0.10869564861059189,1180.0,cafe,,we are all on earth for a personal preference,were all on earth with a personal preference,0.13333334028720856,1.0,,34.0,34,,9.0,0.0,17,a35b69a427af4776b74e42c0acf987a4,1d3dc3af526d4e5a86b558f3bb525d3e,We are all on earth with a personal preference,were all on earth with a personal preference,0.06521739065647125,1d3dc3af,1.0
479,1,0.15217390656471252,4503.0,cafe,,We are all on earth with a personal preference,were all on earth as a person of preferet,0.28260868787765503,1.0,,34.0,34,,9.0,0.0,18,1d3dc3af526d4e5a86b558f3bb525d3e,bdb6d003f5b0416da8dcc528e298ab79,We are all on earth as a person of preference,were all on earth as a person of preferet,0.13333334028720856,bdb6d003,3.0
3539,1,0.021739130839705467,752.0,cafe,,We are all on earth as a person of preference,i were all on earth as a personal presence ,0.24444444477558136,1.0,,34.0,34,,10.0,0.0,19,bdb6d003f5b0416da8dcc528e298ab79,737a3f0f0dc64e02aaa3b289e1763a60,We are all on earth as a person of preference ,i were all on earth as a personal presence ,0.21739129722118378,737a3f0f,1.0
2817,1,0.3695652186870575,999.0,cafe,,We are all on earth as a person of preference ,were all at earth as opposed to their heaps,0.5,1.0,,34.0,34,,11.0,0.0,20,737a3f0f0dc64e02aaa3b289e1763a60,f14a9fc4ffb24e5aa82e7da41e05ad59,we are all on earth as apposed to the heavens,were all at earth as opposed to their heaps,0.2222222238779068,f14a9fc4,5.0
1172,1,0.04444444552063942,1878.0,cafe,,we are all on earth as apposed to the heavens,we are all on earth as a pose to the heavens,0.04444444552063942,1.0,,34.0,34,,10.0,0.0,21,f14a9fc4ffb24e5aa82e7da41e05ad59,9d9cf1e92ae6489b89098c7716ffe35b,We are all on earth as opposed to the heavens,we are all on earth as a pose to the heavens,0.08888889104127884,9d9cf1e9,1.0
2682,1,0.0,1876.0,cafe,,We are all on earth as opposed to the heavens,we are all on earth is supposed to the heavens ,0.10638298094272614,1.0,,34.0,34,,10.0,0.0,22,9d9cf1e92ae6489b89098c7716ffe35b,b752d7fad45a4830a9b2d2808e662886,We are all on earth as opposed to the heavens,we are all on earth is supposed to the heavens ,0.10638298094272614,b752d7fa,0.0
3411,1,0.08888889104127884,1264.0,cafe,,We are all on earth as opposed to the heavens,we are all on a as opposed to the heavens,0.1111111119389534,1.0,,34.0,34,,10.0,0.0,23,b752d7fad45a4830a9b2d2808e662886,c35185fff8fe45898de89947eed14084,We are all on a as opposed to the heavens,we are all on a as opposed to the heavens,0.024390242993831635,c35185ff,1.0
2753,1,0.024390242993831635,885.0,cafe,,We are all on a as opposed to the heavens,we are all on a as opposed to the heavens,0.024390242993831635,1.0,,34.0,34,,10.0,0.0,25,c35185fff8fe45898de89947eed14084,3d6a0156c9f04697805150d14ad2decb,We are all on A as opposed to the heavens,we are all on a as opposed to the heavens,0.04878048598766327,3d6a0156,0.0
2106,1,0.24390244483947754,1019.0,cafe,,We are all on A as opposed to the heavens,we are all una as opposed to having it,0.3414634168148041,1.0,,34.0,34,,10.0,0.0,26,3d6a0156c9f04697805150d14ad2decb,8f9564cf735742b39a17e33ed3c6d451,We are all on A as opposed to having it,we are all una as opposed to having it,0.10256410390138626,8f9564cf,2.0
0,1,,,,,,,,,,,35,,,,-1,,0,the oceans of the world provide us with many things,,,,
4232,1,0.019607843831181526,1009.0,cafe,,the oceans of the world provide us with many things,the oceans of the world provide us with many things,0.0,1.0,,35.0,35,,10.0,0.0,0,0,56a676028bf349d0914567b3f9d3f6a6,The oceans of the world provide us with many things,the oceans of the world provide us with many things,0.019607843831181526,56a67602,0.0
122,1,0.019607843831181526,2663.0,cafe,,The oceans of the world provide us with many things,the oceans of the world provide us with many things,0.019607843831181526,1.0,,35.0,35,,10.0,0.0,1,56a676028bf349d0914567b3f9d3f6a6,114b28b597e24cefbcf6b4f704598a31,the oceans of the world provide us with many things,the oceans of the world provide us with many things,0.0,114b28b5,0.0
3310,1,0.03846153989434242,1258.0,cafe,,the oceans of the world provide us with many things,the oceans of the world provides with many things,0.03921568766236305,1.0,,35.0,35,,10.0,0.0,2,114b28b597e24cefbcf6b4f704598a31,9dfd56d8e51a4abb832447dcc6410214,The oceans of the world provide us with many things ,the oceans of the world provides with many things,0.07692307978868484,9dfd56d8,1.0
4185,1,0.03846153989434242,803.0,cafe,,The oceans of the world provide us with many things ,the otians of the world provide us with many things,0.07692307978868484,1.0,,35.0,35,,11.0,0.0,3,9dfd56d8e51a4abb832447dcc6410214,b80ced7f47da426fb1de48bab918fed0,the oceans of the world provide us with many things,the otians of the world provide us with many things,0.03921568766236305,b80ced7f,1.0
2958,1,0.019607843831181526,1186.0,cafe,,the oceans of the world provide us with many things,the oceans on the world provide us of many things,0.09803921729326248,1.0,,35.0,35,,10.0,0.0,4,b80ced7f47da426fb1de48bab918fed0,50e8266de4024318978e7fbf46d00253,The oceans of the world provide us with many things,the oceans on the world provide us of many things,0.11764705926179886,50e8266d,0.0
3890,1,0.0,929.0,cafe,,The oceans of the world provide us with many things,the olsen of the world provides with many things,0.13725490868091583,1.0,,35.0,35,,10.0,0.0,6,50e8266de4024318978e7fbf46d00253,433477a1ba034d3eb5a1e912d460d543,The oceans of the world provide us with many things,the olsen of the world provides with many things,0.13725490868091583,433477a1,0.0
167,1,0.21568627655506134,2126.0,cafe,,The oceans of the world provide us with many things,the oceans of the world combined to many things,0.23529411852359772,1.0,,35.0,35,,10.0,0.0,7,433477a1ba034d3eb5a1e912d460d543,15543dc3dc254192b79882eb6f1842ae,The oceans of the world combine into many things,the oceans of the world combined to many things,0.0833333358168602,15543dc3,3.0
2220,1,0.1041666641831398,1424.0,cafe,,The oceans of the world combine into many things,oceans of the world conbine into many things,0.1041666641831398,1.0,,35.0,35,,9.0,0.0,8,15543dc3dc254192b79882eb6f1842ae,99dc0221229d46d5947b08a6a4f66976,Oceans of the world combine into many things,oceans of the world conbine into many things,0.04545454680919647,99dc0221,1.0
1499,1,0.022727273404598236,1603.0,cafe,,Oceans of the world combine into many things,oceans of the world combineinterned any things,0.17391304671764374,1.0,,35.0,35,,8.0,0.0,9,99dc0221229d46d5947b08a6a4f66976,dda8b7f3daa94c3c8b503865fc95800b,oceans of the world combine into many things,oceans of the world combineinterned any things,0.15217390656471252,dda8b7f3,0.0
993,1,0.0,2344.0,cafe,,oceans of the world combine into many things,otions of the world convine into many things,0.11363636702299118,1.0,,35.0,35,,8.0,0.0,10,dda8b7f3daa94c3c8b503865fc95800b,0c15aac7d55048cd980329a3d3670da7,oceans of the world combine into many things,otions of the world convine into many things,0.11363636702299118,0c15aac7,0.0
525,1,0.022727273404598236,689.0,cafe,,oceans of the world combine into many things,oceans of the world and combine into many things,0.0833333358168602,1.0,,35.0,35,,8.0,0.0,11,0c15aac7d55048cd980329a3d3670da7,74217265ca5f4afda7ee6fdc702bcf4d,Oceans of the world combine into many things,oceans of the world and combine into many things,0.1041666641831398,74217265,0.0
1713,1,0.04545454680919647,1026.0,cafe,,Oceans of the world combine into many things,oceans of the world combined to many things,0.09090909361839294,1.0,,35.0,35,,8.0,0.0,13,74217265ca5f4afda7ee6fdc702bcf4d,19522bf7ce7d4f23b0a83e5b515e48b9,Oceans of the world combine to many things,oceans of the world combined to many things,0.04651162773370743,19522bf7,1.0
1616,1,0.25531914830207825,954.0,cafe,,Oceans of the world combine to many things,the oceans of the word combined to many fate,0.2954545319080353,1.0,,35.0,35,,8.0,0.0,14,19522bf7ce7d4f23b0a83e5b515e48b9,de98c7e351e64006a93697b88a94714a,the oceans of the world combined to many fates ,the oceans of the word combined to many fate,0.06382978707551956,de98c7e3,4.0
4350,1,0.3191489279270172,920.0,cafe,,the oceans of the world combined to many fates ,now i saw the world a highend on many things,0.5531914830207825,1.0,,35.0,35,,10.0,0.0,15,de98c7e351e64006a93697b88a94714a,0b9a7c8d54cf4661919b0aed8d612d46,The ocean sold the world behind to many things,now i saw the world a highend on many things,0.3913043439388275,0b9a7c8d,5.0
1242,1,0.47826087474823,992.0,cafe,,The ocean sold the world behind to many things,the ocean saw the world a cold demeaning place,0.47826087474823,1.0,,35.0,35,,9.0,0.0,16,0b9a7c8d54cf4661919b0aed8d612d46,8f285aef5a2a4053ac09ff1d4e7cf864,the ocean saw the world a cold demeaning place,the ocean saw the world a cold demeaning place,0.0,8f285aef,5.0
1086,1,0.17391304671764374,936.0,cafe,,the ocean saw the world a cold demeaning place,the ocean saw the worlds for a demeaning cloth,0.21739129722118378,1.0,,35.0,35,,9.0,0.0,17,8f285aef5a2a4053ac09ff1d4e7cf864,efde853a1efd4bd18142aa27a6e0a2ef,The ocean saw the world a full demeaning cloak,the ocean saw the worlds for a demeaning cloth,0.19565217196941376,efde853a,2.0
671,1,0.3695652186870575,687.0,cafe,,The ocean saw the world a full demeaning cloak,the ocean made the world a meaningful place,0.3913043439388275,1.0,,35.0,35,,9.0,0.0,18,efde853a1efd4bd18142aa27a6e0a2ef,36c586183ada497bb52fdc95ba43d176,The ocean made the world a meaningful place,the ocean made the world a meaningful place,0.023255813866853714,36c58618,4.0
35,1,0.11627907305955887,866.0,cafe,,The ocean made the world a meaningful place,he often made the world a meaningful place,0.09302325546741486,1.0,,35.0,35,,8.0,0.0,20,36c586183ada497bb52fdc95ba43d176,1d3dc3af526d4e5a86b558f3bb525d3e,He often made the world a meaningful place,he often made the world a meaningful place,0.02380952425301075,1d3dc3af,2.0
3585,1,0.0,946.0,cafe,,He often made the world a meaningful place,he ought then made the world of meaning for pa,0.32608696818351746,1.0,,35.0,35,,8.0,0.0,21,1d3dc3af526d4e5a86b558f3bb525d3e,1039b1d2b07f469f8df5a9d844ac7698,He often made the world a meaningful place,he ought then made the world of meaning for pa,0.32608696818351746,1039b1d2,0.0
2147,1,0.06976744532585144,998.0,cafe,,He often made the world a meaningful place,you often made the world of meaning but was,0.27906978130340576,1.0,,35.0,35,,8.0,0.0,22,1039b1d2b07f469f8df5a9d844ac7698,81a3d681c4a84b5fb29a84de82a86407,you often made the world a meaningful place,you often made the world of meaning but was,0.20930232107639313,81a3d681,1.0
1349,1,0.2888889014720917,822.0,cafe,,you often made the world a meaningful place,you have always the world a beautiful place,0.3255814015865326,1.0,,35.0,35,,8.0,0.0,23,81a3d681c4a84b5fb29a84de82a86407,4711e0ab25b94f489a6c6278cbc912e1,You have all made the world a beautiful place,you have always the world a beautiful place,0.13333334028720856,4711e0ab,3.0
810,1,0.06666667014360428,1177.0,cafe,,You have all made the world a beautiful place,we have all made the world a beautiful place,0.06666667014360428,1.0,,35.0,35,,9.0,0.0,24,4711e0ab25b94f489a6c6278cbc912e1,16b63931e8524667988157473c2530c1,we have all made the world a beautiful place,we have all made the world a beautiful place,0.0,16b63931,1.0
4268,1,0.022727273404598236,919.0,cafe,,we have all made the world a beautiful place,we have all made the world a beautiful place,0.0,1.0,,35.0,35,,9.0,0.0,25,16b63931e8524667988157473c2530c1,bef0fc4782374793bcd185f027e5e093,We have all made the world a beautiful place,we have all made the world a beautiful place,0.022727273404598236,bef0fc47,0.0
2754,1,0.0,1398.0,cafe,,We have all made the world a beautiful place,so we have all made the world of beautiful place,0.125,1.0,,35.0,35,,9.0,0.0,26,bef0fc4782374793bcd185f027e5e093,3d6a0156c9f04697805150d14ad2decb,We have all made the world a beautiful place,so we have all made the world of beautiful place,0.125,3d6a0156,0.0
1639,1,0.15909090638160706,839.0,cafe,,We have all made the world a beautiful place,we have all met the world a better place,0.22727273404598236,1.0,,35.0,35,,9.0,0.0,27,3d6a0156c9f04697805150d14ad2decb,94b7c4adb72f4fbabdc0122b7b23a1d3,we have all made the world a better place,we have all met the world a better place,0.0731707289814949,94b7c4ad,1.0
2107,1,0.024390242993831635,903.0,cafe,,we have all made the world a better place,we have all made the world a better place,0.0,1.0,,35.0,35,,9.0,0.0,28,94b7c4adb72f4fbabdc0122b7b23a1d3,8f9564cf735742b39a17e33ed3c6d451,We have all made the world a better place,we have all made the world a better place,0.024390242993831635,8f9564cf,0.0
0,1,,,,,,,,,,,36,,,,-1,,0,a contract is an agreement which is enforced by law,,,,
953,1,0.056603774428367615,1157.0,cafe,,a contract is an agreement which is enforced by law,the conpracisangreenwhichisenforcedfimare,0.4313725531101227,1.0,,36.0,36,,10.0,0.0,0,0,35ab918e1c3e4b2bbce211eb472b0604,The contract is an agreement which is enforced by law,the conpracisangreenwhichisenforcedfimare,0.37735849618911743,35ab918e,1.0
3963,1,0.22641509771347046,4659.0,cafe,,The contract is an agreement which is enforced by law,the camper is an agreement which is observed by law,0.24528302252292633,1.0,,36.0,36,,10.0,0.0,1,35ab918e1c3e4b2bbce211eb472b0604,ac897fd4c5684297a2dcbcf9d48b9ff7,The camper is an agreement which is observed by law,the camper is an agreement which is observed by law,0.019607843831181526,ac897fd4,2.0
4133,1,0.019607843831181526,723.0,cafe,,The camper is an agreement which is observed by law,the campers of the agreement which is observed by law,0.1320754736661911,1.0,,36.0,36,,10.0,0.0,2,ac897fd4c5684297a2dcbcf9d48b9ff7,755665f4c83441e0b2df9eb92691d32f,The camper is a agreement which is observed by law,the campers of the agreement which is observed by law,0.1320754736661911,755665f4,1.0
2959,1,0.2199999988079071,2633.0,cafe,,The camper is a agreement which is observed by law,the campers were greeted which was observed by lo,0.2800000011920929,1.0,,36.0,36,,10.0,0.0,3,755665f4c83441e0b2df9eb92691d32f,50e8266de4024318978e7fbf46d00253,The campers were greeted which was observed by law,the campers were greeted which was observed by lo,0.05999999865889549,50e8266d,5.0
2024,1,0.0,780.0,cafe,,The campers were greeted which was observed by law,the campers were greeted which was observed by law,0.019999999552965164,1.0,,36.0,36,,9.0,0.0,4,50e8266de4024318978e7fbf46d00253,dffcb242017c4c4f8f82ed941224b6c8,The campers were greeted which was observed by law,the campers were greeted which was observed by law,0.019999999552965164,dffcb242,0.0
4431,1,0.0,947.0,cafe,,The campers were greeted which was observed by law,the campers were greeted which was reserved by the law,0.12962962687015533,1.0,,36.0,36,,9.0,0.0,5,dffcb242017c4c4f8f82ed941224b6c8,8ffbf69b1fa9457692dadc97457ebb77,The campers were greeted which was observed by law,the campers were greeted which was reserved by the law,0.12962962687015533,8ffbf69b,0.0
2221,1,0.20000000298023224,1008.0,cafe,,The campers were greeted which was observed by law,camperas were grated with a desert by law,0.3199999928474426,1.0,,36.0,36,,9.0,0.0,6,8ffbf69b1fa9457692dadc97457ebb77,99dc0221229d46d5947b08a6a4f66976,The campers were greeted with a dessert by law,camperas were grated with a desert by law,0.17391304671764374,99dc0221,3.0
2589,1,0.10869564861059189,1087.0,cafe,,The campers were greeted with a dessert by law,campers were greeted with the desert by law,0.17391304671764374,1.0,,36.0,36,,9.0,0.0,7,99dc0221229d46d5947b08a6a4f66976,10a52789b46b4652ba11ed4d2ca0348b,Campers were greeted with a dessert by law,campers were greeted with the desert by law,0.11627907305955887,10a52789,1.0
526,1,0.09090909361839294,617.0,cafe,,Campers were greeted with a dessert by law,hampers were greeted with the desert by law,0.11627907305955887,1.0,,36.0,36,,8.0,0.0,8,10a52789b46b4652ba11ed4d2ca0348b,74217265ca5f4afda7ee6fdc702bcf4d,Hampers were greeted with the dessert by law,hampers were greeted with the desert by law,0.04545454680919647,74217265,2.0
401,1,0.11363636702299118,1437.0,cafe,,Hampers were greeted with the dessert by law,caperseragreened with the deserbiathela,0.34090909361839294,1.0,,36.0,36,,8.0,0.0,10,74217265ca5f4afda7ee6fdc702bcf4d,fa64cac4a6344f648c1b87c5f3de502b,Campers were greeted with the dessert bible,caperseragreened with the deserbiathela,0.3488371968269348,fa64cac4,3.0
1174,1,0.44186046719551086,1114.0,cafe,,Campers were greeted with the dessert bible,the campers were greeted with excitements,0.44186046719551086,1.0,,36.0,36,,7.0,0.0,11,fa64cac4a6344f648c1b87c5f3de502b,9d9cf1e92ae6489b89098c7716ffe35b,The campers were greeted with excitement,the campers were greeted with excitements,0.04878048598766327,9d9cf1e9,4.0
2866,1,0.02500000037252903,762.0,cafe,,The campers were greeted with excitement,he temper i led whithitxcriteent,0.44999998807907104,1.0,,36.0,36,,6.0,0.0,12,9d9cf1e92ae6489b89098c7716ffe35b,ff5d44de765e4e13b219fe480a34e42a,the campers were greeted with excitement,he temper i led whithitxcriteent,0.44999998807907104,ff5d44de,0.0
3413,1,0.5,1450.0,cafe,,the campers were greeted with excitement,the camper deported the detective,0.4749999940395355,1.0,,36.0,36,,6.0,0.0,14,ff5d44de765e4e13b219fe480a34e42a,c35185fff8fe45898de89947eed14084,The camper deported the detective,the camper deported the detective,0.03030303120613098,c35185ff,5.0
4312,1,0.0,1432.0,cafe,,The camper deported the detective,the camper deported the detective,0.03030303120613098,1.0,,36.0,36,,5.0,0.0,15,c35185fff8fe45898de89947eed14084,aedc9764b93e45308bf8d19d649a17bd,The camper deported the detective,the camper deported the detective,0.03030303120613098,aedc9764,0.0
1057,1,0.0,3082.0,cafe,,The camper deported the detective,the camper deported the detective,0.03030303120613098,1.0,,36.0,36,,5.0,0.0,16,aedc9764b93e45308bf8d19d649a17bd,2f6a4921b3cd40298d0782542fd35e33,The camper deported the detective,the camper deported the detective,0.03030303120613098,2f6a4921,0.0
2755,1,0.0,1028.0,cafe,,The camper deported the detective,i the campers ocorded the detective,0.22857142984867096,1.0,,36.0,36,,5.0,0.0,17,2f6a4921b3cd40298d0782542fd35e33,3d6a0156c9f04697805150d14ad2decb,The camper deported the detective,i the campers ocorded the detective,0.22857142984867096,3d6a0156,0.0
2108,1,0.03030303120613098,1006.0,cafe,,The camper deported the detective,the tamperdsufporded the detective,0.20588235557079315,1.0,,36.0,36,,5.0,0.0,18,3d6a0156c9f04697805150d14ad2decb,8f9564cf735742b39a17e33ed3c6d451,the camper deported the detective,the tamperdsufporded the detective,0.1764705926179886,8f9564cf,0.0
766,1,0.0882352963089943,1033.0,cafe,,the camper deported the detective,the camper reported the detective,0.03030303120613098,1.0,,36.0,36,,5.0,0.0,19,8f9564cf735742b39a17e33ed3c6d451,887c6c2ef76c42058a0e5d9d85e5c0c7,The camper reported the detective ,the camper reported the detective,0.05882352963089943,887c6c2e,2.0
0,1,,,,,,,,,,,37,,,,-1,,0,then she would walk slowly and smoothly to the park,,,,
2266,1,0.09803921729326248,1248.0,cafe,,then she would walk slowly and smoothly to the park,then she would walk slow and smooth to the park,0.0784313753247261,1.0,,37.0,37,,10.0,0.0,0,0,ee0b9ee9be25472cbd39853cf5df7e35,Then she would walk slow and smooth to the park,then she would walk slow and smooth to the park,0.021276595070958138,ee0b9ee9,2.0
3366,1,0.25531914830207825,800.0,cafe,,Then she would walk slow and smooth to the park,then they worked slow its moths to the kid,0.44680851697921753,1.0,,37.0,37,,10.0,0.0,1,ee0b9ee9be25472cbd39853cf5df7e35,5ff98d1d9ed4459ca9a64a30c8a3f8f3,then they walked slow and smooth to the car,then they worked slow its moths to the kid,0.25581395626068115,5ff98d1d,4.0
3721,1,0.1860465109348297,890.0,cafe,,then they walked slow and smooth to the car,then they wont slow and smooth at a can,0.25581395626068115,1.0,,37.0,37,,9.0,0.0,2,5ff98d1d9ed4459ca9a64a30c8a3f8f3,10119d18fad24db99db65f7893bcc56b,Then they went slow and smooth to the con,then they wont slow and smooth at a can,0.19512194395065308,10119d18,2.0
527,1,0.31707316637039185,672.0,cafe,,Then they went slow and smooth to the con,and they want slow and smoothed the car,0.24390244483947754,1.0,,37.0,37,,9.0,0.0,3,10119d18fad24db99db65f7893bcc56b,74217265ca5f4afda7ee6fdc702bcf4d,And they once slow and smoothed the car,and they want slow and smoothed the car,0.12820513546466827,74217265,5.0
1714,1,0.2142857164144516,867.0,cafe,,And they once slow and smoothed the car,and they walked slow in so to the bar,0.3589743673801422,1.0,,37.0,37,,8.0,0.0,4,74217265ca5f4afda7ee6fdc702bcf4d,19522bf7ce7d4f23b0a83e5b515e48b9,And they walked slow and smooth to the bar,and they walked slow in so to the bar,0.1666666716337204,19522bf7,4.0
1244,1,0.02380952425301075,1039.0,cafe,,And they walked slow and smooth to the bar,and they walked slow and smoothed to the bar,0.06818182021379471,1.0,,37.0,37,,9.0,0.0,5,19522bf7ce7d4f23b0a83e5b515e48b9,8f285aef5a2a4053ac09ff1d4e7cf864,and they walked slow and smooth to the bar,and they walked slow and smoothed to the bar,0.04545454680919647,8f285aef,0.0
3470,1,0.1702127605676651,1067.0,cafe,,and they walked slow and smooth to the bar,and they walked slow and smooth of the fog,0.1190476194024086,1.0,,37.0,37,,9.0,0.0,6,8f285aef5a2a4053ac09ff1d4e7cf864,e0c2fbea427849669dbd64c56c6e4932,and they walked slow and smooth through the fog,and they walked slow and smooth of the fog,0.12765957415103912,e0c2fbea,2.0
1451,1,0.021276595070958138,731.0,cafe,,and they walked slow and smooth through the fog,and they walk slow and smooth thor the far,0.1702127605676651,1.0,,37.0,37,,9.0,0.0,7,e0c2fbea427849669dbd64c56c6e4932,e572f6489e034bdbb79bcf5c22d8525f,And they walked slow and smooth through the fog,and they walk slow and smooth thor the far,0.19148936867713928,e572f648,0.0
272,1,0.021276595070958138,815.0,cafe,,And they walked slow and smooth through the fog,and they walked slow and smooth through the fog,0.021276595070958138,1.0,,37.0,37,,9.0,0.0,8,e572f6489e034bdbb79bcf5c22d8525f,5822731a3e0d434480a3c02bdc88517c,and they walked slow and smooth through the fog,and they walked slow and smooth through the fog,0.0,5822731a,0.0
3782,1,0.21276596188545227,763.0,cafe,,and they walked slow and smooth through the fog,and they walk slow and few throueforst,0.3617021143436432,1.0,,37.0,37,,9.0,0.0,9,5822731a3e0d434480a3c02bdc88517c,b13c20535cd94f46a9cfc902cf591ccc,and they walked slow and few through the forest,and they walk slow and few throueforst,0.19148936867713928,b13c2053,2.0
3007,1,0.10638298094272614,850.0,cafe,,and they walked slow and few through the forest,in they walked slow and few through the doors,0.12765957415103912,1.0,,37.0,37,,9.0,0.0,10,b13c20535cd94f46a9cfc902cf591ccc,f172d9291aac4ace9b63b627515d184e,And they walked slow and few through the doors,in they walked slow and few through the doors,0.043478261679410934,f172d929,1.0
1890,1,0.0,867.0,cafe,,And they walked slow and few through the doors,and there are slow and flew through the doors,0.17391304671764374,1.0,,37.0,37,,9.0,0.0,11,f172d9291aac4ace9b63b627515d184e,6446403afd694083acbeae4f1f818ebe,And they walked slow and few through the doors,and there are slow and flew through the doors,0.17391304671764374,6446403a,0.0
2354,1,0.47826087474823,941.0,cafe,,And they walked slow and few through the doors,they walk slow under door,0.47826087474823,0.0,,37.0,37,,9.0,0.0,12,6446403afd694083acbeae4f1f818ebe,953e30e15bab4be2a59726d385fa9a56,They walk slow under doors,they walk slow under door,0.07692307978868484,953e30e1,6.0
0,1,,,,,,,,,,,38,,,,-1,,0,they found that they had many of the same interests,,,,
125,1,0.1764705926179886,2400.0,cafe,,they found that they had many of the same interests,they found that they had many of the same interests,0.0,1.0,,38.0,38,,10.0,0.0,0,0,114b28b597e24cefbcf6b4f704598a31,they had found they had many of the same interests,they found that they had many of the same interests,0.1764705926179886,114b28b5,2.0
