,chain,character_levdau,check_time,condition,flag_type,gold_candidate_transcription,gold_comparison_transcription,gold_dist,reason,stimulus,stimulus_id,subject_id,target_length,upload_time,upstream_pointer,upstream_subject_id,user,user_candidate_transcription,user_comparison_transcription,user_dist,user_short,word_distances
0,0,,,,,,,,,,23,,,,-1,,0,they went on a short hike one warm autumn afternoon,,,,
1539,0,0.0,749.0,cafe,,they went on a short hike one warm autumn afternoon,they went on a short hate one warm autumn afternoon,0.03921568766236305,,23.0,23,,10.0,0.0,0,0,8cf6535ea0ae4addb28f5f90a2b13a7d,they went on a short hike one warm autumn afternoon,they went on a short hate one warm autumn afternoon,0.03921568766236305,8cf6535e,0.0
1390,0,0.09803921729326248,805.0,cafe,,they went on a short hike one warm autumn afternoon,they went on a short high one out on afternoon,0.19607843458652496,,23.0,23,,10.0,0.0,2,8cf6535ea0ae4addb28f5f90a2b13a7d,23d740209a764a26a790843fa9a9c3bd,they went on a short hike one autumn afternoon,they went on a short high one out on afternoon,0.10869564861059189,23d74020,1.0
698,0,0.30434781312942505,1066.0,cafe,,they went on a short hike one autumn afternoon,they went on a sharp hike one after the other,0.32608696818351746,,23.0,23,,9.0,0.0,3,23d740209a764a26a790843fa9a9c3bd,d749776b15434355a335c909ea4d13c3,They went on a short hike one after the other,they went on a sharp hike one after the other,0.06666667014360428,d749776b,3.0
1106,0,0.02222222276031971,969.0,cafe,,They went on a short hike one after the other,they went on a short hik one after the other,0.04444444552063942,,23.0,23,,10.0,0.0,4,d749776b15434355a335c909ea4d13c3,3e1624aa7b3841548f1aae1449ee578f,they went on a short hike one after the other,they went on a short hik one after the other,0.02222222276031971,3e1624aa,0.0
443,0,0.02222222276031971,889.0,cafe,,they went on a short hike one after the other,they went on a short hike one after the other,0.0,,23.0,23,,10.0,0.0,5,3e1624aa7b3841548f1aae1449ee578f,5bcd571bb9b645bc92fe6a4a7d5cfb35,They went on a short hike one after the other,they went on a short hike one after the other,0.02222222276031971,5bcd571b,0.0
318,0,0.04444444552063942,459.0,cafe,,They went on a short hike one after the other,he went on a short hit one after the other,0.08888889104127884,,23.0,23,,10.0,0.0,7,5bcd571bb9b645bc92fe6a4a7d5cfb35,5f79d04e2f934f27ac5a37fefa1b8f11,he went on a short hike one after the other,he went on a short hit one after the other,0.04651162773370743,5f79d04e,1.0
266,0,0.0,895.0,cafe,,he went on a short hike one after the other,he went on a short height on after a teotra,0.27906978130340576,,23.0,23,,10.0,0.0,8,5f79d04e2f934f27ac5a37fefa1b8f11,67497f6ffb7e47d795ea7b655ccdd0ca,he went on a short hike one after the other,he went on a short height on after a teotra,0.27906978130340576,67497f6f,0.0
844,0,0.3255814015865326,747.0,cafe,,he went on a short hike one after the other,she went on a short hike in the afternoon,0.3255814015865326,,23.0,23,,10.0,0.0,9,67497f6ffb7e47d795ea7b655ccdd0ca,dc02e8bc38234eed94e4e0cfbe083801,She went on a short hike in the afternoon,she went on a short hike in the afternoon,0.024390242993831635,dc02e8bc,4.0
1848,0,0.024390242993831635,640.0,cafe,,She went on a short hike in the afternoon,she went on the short hikkinafternon,0.2926829159259796,,23.0,23,,9.0,0.0,10,dc02e8bc38234eed94e4e0cfbe083801,6eb44520ca044c208f9f5b1bc4771ee8,she went on a short hike in the afternoon,she went on the short hikkinafternon,0.26829269528388977,6eb44520,0.0
1437,0,0.024390242993831635,762.0,cafe,,she went on a short hike in the afternoon,she went on a short hit in the afternoon,0.04878048598766327,,23.0,23,,9.0,0.0,11,6eb44520ca044c208f9f5b1bc4771ee8,805b2dbf2fdc4b7da527a1990caa2cec,She went on a short hike in the afternoon,she went on a short hit in the afternoon,0.0731707289814949,805b2dbf,0.0
532,0,0.024390242993831635,1652.0,cafe,,She went on a short hike in the afternoon,she went on a short hike in the afternoon,0.024390242993831635,,23.0,23,,9.0,0.0,12,805b2dbf2fdc4b7da527a1990caa2cec,53edaed0aee2422e96af6c0d3d636962,she went on a short hike in the afternoon,she went on a short hike in the afternoon,0.0,53edaed0,0.0
1774,0,0.024390242993831635,934.0,cafe,,she went on a short hike in the afternoon,he went on a short hike in the afternoon,0.024390242993831635,,23.0,23,,9.0,0.0,15,53edaed0aee2422e96af6c0d3d636962,f10793460a41442eaf56f7ded13b9924,She went on a short hike in the afternoon,he went on a short hike in the afternoon,0.024390242993831635,f1079346,0.0
1668,0,0.024390242993831635,1963.0,cafe,,She went on a short hike in the afternoon,she went on a short hike in the afternoon,0.024390242993831635,,23.0,23,,9.0,0.0,16,f10793460a41442eaf56f7ded13b9924,a575811edc0841b082724370f678d574,she went on a short hike in the afternoon,she went on a short hike in the afternoon,0.0,a575811e,0.0
21,0,0.024390242993831635,3470.0,cafe,,she went on a short hike in the afternoon,she went on a short hike in the afternoon,0.0,,23.0,23,,9.0,0.0,17,a575811edc0841b082724370f678d574,4abc2f62cd5b45a0b976ce96f8439374,She went on a short hike in the afternoon,she went on a short hike in the afternoon,0.024390242993831635,4abc2f62,0.0
1256,0,0.0,688.0,cafe,,She went on a short hike in the afternoon,she went on a short hike in the afternoon,0.024390242993831635,,23.0,23,,9.0,0.0,18,4abc2f62cd5b45a0b976ce96f8439374,c4dd3ef88be647518f2c64ca88bfc62b,She went on a short hike in the afternoon,she went on a short hike in the afternoon,0.024390242993831635,c4dd3ef8,0.0
405,0,0.024390242993831635,969.0,cafe,,She went on a short hike in the afternoon,she went on a short hike in the afternoon,0.024390242993831635,,23.0,23,,9.0,0.0,19,c4dd3ef88be647518f2c64ca88bfc62b,821252d8660547b98b13f0103b19af8a,she went on a short hike in the afternoon,she went on a short hike in the afternoon,0.0,821252d8,0.0
225,0,0.024390242993831635,824.0,cafe,,she went on a short hike in the afternoon,she went out a short height in the afternoon,0.13636364042758942,,23.0,23,,9.0,0.0,20,821252d8660547b98b13f0103b19af8a,aec6a83b7a6f4297a2a5d2c6ac47be85,She went on a short hike in the afternoon,she went out a short height in the afternoon,0.15909090638160706,aec6a83b,0.0
1357,0,0.17073170840740204,637.0,cafe,,She went on a short hike in the afternoon,she went in a star in the afternoon,0.24390244483947754,,23.0,23,,9.0,0.0,21,aec6a83b7a6f4297a2a5d2c6ac47be85,d2309e9d6bcc43cf9559553f83e0d299,She went in a store in the afternoon,she went in a star in the afternoon,0.0833333358168602,d2309e9d,3.0
1492,0,0.1111111119389534,670.0,cafe,,She went in a store in the afternoon,he went in the stall in the afternoon,0.18918919563293457,,23.0,23,,8.0,0.0,23,d2309e9d6bcc43cf9559553f83e0d299,1d1900d9e2494fa899d00cf82c8a9203,he went in a stall in the afternoon,he went in the stall in the afternoon,0.0810810774564743,1d1900d9,2.0
1066,0,0.20000000298023224,514.0,cafe,,he went in a stall in the afternoon,he left the sarlaufhterghon,0.5428571701049805,,23.0,23,,8.0,0.0,24,1d1900d9e2494fa899d00cf82c8a9203,69dd4ca23d664987873b5c73e7eafb56,He left the stall in the afternoon,he left the sarlaufhterghon,0.4117647111415863,69dd4ca2,3.0
689,0,0.44117647409439087,584.0,cafe,,He left the stall in the afternoon,he left the star and as lee,0.47058823704719543,,23.0,23,,7.0,0.0,25,69dd4ca23d664987873b5c73e7eafb56,f9e0f9db780d4c8d92ad9598dcefdf22,he left the star and athlete,he left the star and as lee,0.1071428582072258,f9e0f9db,4.0
0,0,,,,,,,,,,24,,,,-1,,0,the nearest patch of native grasses is not far away,,,,
1795,0,0.0,2717.0,cafe,,the nearest patch of native grasses is not far away,the nearest patch of native grasses is not far away,0.0,,24.0,24,,10.0,0.0,0,0,c4cd70fcea564670a99b80001e5aa217,the nearest patch of native grasses is not far away,the nearest patch of native grasses is not far away,0.0,c4cd70fc,0.0
1540,0,0.20370370149612427,600.0,cafe,,the nearest patch of native grasses is not far away,the nearest patches of golden grasses are not far away,0.20370370149612427,,24.0,24,,10.0,0.0,2,c4cd70fcea564670a99b80001e5aa217,8cf6535ea0ae4addb28f5f90a2b13a7d,the nearest patches of golden grasses are not far away,the nearest patches of golden grasses are not far away,0.0,8cf6535e,3.0
47,0,0.018518518656492233,625.0,cafe,,the nearest patches of golden grasses are not far away,the nearest patches of golden grasses are not far away,0.0,,24.0,24,,10.0,0.0,3,8cf6535ea0ae4addb28f5f90a2b13a7d,edf8f705ab7241a191fa3ae24e381ebc,The nearest patches of golden grasses are not far away,the nearest patches of golden grasses are not far away,0.018518518656492233,edf8f705,0.0
1391,0,0.31481480598449707,831.0,cafe,,The nearest patches of golden grasses are not far away,to the nearest patches of gold are not far away,0.25925925374031067,,24.0,24,,10.0,0.0,4,edf8f705ab7241a191fa3ae24e381ebc,23d740209a764a26a790843fa9a9c3bd,the nearest patches of gold are not very far,to the nearest patches of gold are not far away,0.19148936867713928,23d74020,4.0
1107,0,0.13636364042758942,1436.0,cafe,,the nearest patches of gold are not very far,the nearest patches of gold are not far away,0.13636364042758942,,24.0,24,,9.0,0.0,5,23d740209a764a26a790843fa9a9c3bd,3e1624aa7b3841548f1aae1449ee578f,the nearest patches of gold are not far away,the nearest patches of gold are not far away,0.0,3e1624aa,2.0
1823,0,0.47727271914482117,596.0,cafe,,the nearest patches of gold are not far away,there are more patches of gold then silver,0.47727271914482117,,24.0,24,,9.0,0.0,7,3e1624aa7b3841548f1aae1449ee578f,9c5b93032ff54ea7aa4f2b30a87eb5f6,there are more patches of gold then silver,there are more patches of gold then silver,0.0,9c5b9303,7.0
1145,0,0.0476190485060215,1141.0,cafe,,there are more patches of gold then silver,there a more patches of gold than silver,0.0714285746216774,,24.0,24,,8.0,0.0,8,9c5b93032ff54ea7aa4f2b30a87eb5f6,cfd2091586984815987b9eae31ce432e,There are more patches of gold than silver,there a more patches of gold than silver,0.0714285746216774,cfd20915,1.0
444,0,0.0,1038.0,cafe,,There are more patches of gold than silver,there are more paces of gold than silver,0.0714285746216774,,24.0,24,,8.0,0.0,9,cfd2091586984815987b9eae31ce432e,5bcd571bb9b645bc92fe6a4a7d5cfb35,There are more patches of gold than silver,there are more paces of gold than silver,0.0714285746216774,5bcd571b,0.0
739,0,0.2380952388048172,1049.0,cafe,,There are more patches of gold than silver,they are more packed with gold than silver,0.2380952388048172,,24.0,24,,8.0,0.0,10,5bcd571bb9b645bc92fe6a4a7d5cfb35,d14ebf1fffae49d8b76323eb6c393120,they are more packed with gold than silver,they are more packed with gold than silver,0.0,d14ebf1f,3.0
845,0,0.3095238208770752,1291.0,cafe,,they are more packed with gold than silver,i am all packed with gold and silver,0.3095238208770752,,24.0,24,,8.0,0.0,11,d14ebf1fffae49d8b76323eb6c393120,dc02e8bc38234eed94e4e0cfbe083801,I am all packed with gold and silver,i am all packed with gold and silver,0.02777777798473835,dc02e8bc,4.0
267,0,0.0810810774564743,849.0,cafe,,I am all packed with gold and silver,i am well pat but golden sober ,0.4722222089767456,,24.0,24,,8.0,0.0,12,dc02e8bc38234eed94e4e0cfbe083801,67497f6ffb7e47d795ea7b655ccdd0ca,i am well packed with gold and silver,i am well pat but golden sober ,0.37837839126586914,67497f6f,1.0
1211,0,0.10810811072587967,590.0,cafe,,i am well packed with gold and silver,i am well packed in gold and silver,0.0810810774564743,,24.0,24,,8.0,0.0,13,67497f6ffb7e47d795ea7b655ccdd0ca,e1f5fb8bc21048cb8a50771b80eda39a,I am well packed in gold and silver,i am well packed in gold and silver,0.02857142873108387,e1f5fb8b,1.0
1775,0,0.0,668.0,cafe,,I am well packed in gold and silver,i am well packed in gold and silver,0.02857142873108387,,24.0,24,,8.0,0.0,15,e1f5fb8bc21048cb8a50771b80eda39a,f10793460a41442eaf56f7ded13b9924,I am well packed in gold and silver,i am well packed in gold and silver,0.02857142873108387,f1079346,0.0
1257,0,0.0,894.0,cafe,,I am well packed in gold and silver,i am well packed in gold and silver,0.02857142873108387,,24.0,24,,8.0,0.0,16,f10793460a41442eaf56f7ded13b9924,c4dd3ef88be647518f2c64ca88bfc62b,I am well packed in gold and silver,i am well packed in gold and silver,0.02857142873108387,c4dd3ef8,0.0
226,0,0.37142857909202576,670.0,cafe,,I am well packed in gold and silver,i am well packed and going away,0.4000000059604645,,24.0,24,,8.0,0.0,17,c4dd3ef88be647518f2c64ca88bfc62b,aec6a83b7a6f4297a2a5d2c6ac47be85,I am well packed and going away,i am well packed and going away,0.032258063554763794,aec6a83b,4.0
1311,0,0.09677419066429138,3002.0,cafe,,I am well packed and going away,i am well packed for going away,0.12903225421905518,,24.0,24,,7.0,0.0,18,aec6a83b7a6f4297a2a5d2c6ac47be85,d1c72cfdf11448a3ad5761f7c0561742,I am well packed for going away,i am well packed for going away,0.032258063554763794,d1c72cfd,1.0
1358,0,0.0,766.0,cafe,,I am well packed for going away,i am well nate for going away ,0.19354838132858276,,24.0,24,,7.0,0.0,19,d1c72cfdf11448a3ad5761f7c0561742,d2309e9d6bcc43cf9559553f83e0d299,I am well packed for going away,i am well nate for going away ,0.19354838132858276,d2309e9d,0.0
780,0,0.53125,1911.0,cafe,,I am well packed for going away,i am well kept the bow and arrow,0.5625,,24.0,24,,7.0,0.0,20,d2309e9d6bcc43cf9559553f83e0d299,0d034d7409f64499814de9cd077ac7f0,I am well kept the bow and arrow,i am well kept the bow and arrow,0.03125,0d034d74,5.0
363,0,0.40625,882.0,cafe,,I am well kept the bow and arrow,i am well kept to go up hill,0.40625,,24.0,24,,8.0,0.0,21,0d034d7409f64499814de9cd077ac7f0,f1f031c96dc64732afb95fe3643f804f,I am well kept to go uphill,i am well kept to go up hill,0.0714285746216774,f1f031c9,4.0
1632,0,0.0,892.0,cafe,,I am well kept to go uphill,oh i am well kept to go a pill,0.23333333432674408,,24.0,24,,7.0,0.0,24,f1f031c96dc64732afb95fe3643f804f,94b7b6b62b3d4e01a305f4505f8c4f9e,I am well kept to go uphill,oh i am well kept to go a pill,0.23333333432674408,94b7b6b6,0.0
105,0,0.0,562.0,cafe,,I am well kept to go uphill,i am well cape to go up hill,0.1785714328289032,,24.0,24,,7.0,0.0,26,94b7b6b62b3d4e01a305f4505f8c4f9e,7a6228b56e654884ad9f7f619443a89e,I am well kept to go uphill,i am well cape to go up hill,0.1785714328289032,7a6228b5,0.0
1935,0,0.25,742.0,cafe,,I am well kept to go uphill,i am well fed to go up there,0.3214285671710968,,24.0,24,,7.0,0.0,27,7a6228b56e654884ad9f7f619443a89e,6af9802ccc1441b5858ac8427da120de,I am well set to go up there,i am well fed to go up there,0.1071428582072258,6af9802c,3.0
0,0,,,,,,,,,,25,,,,-1,,0,failure to be informed on tax matters can be costly,,,,
1824,0,0.4117647111415863,769.0,cafe,,failure to be informed on tax matters can be costly,failure to be informed of our has met is important,0.4117647111415863,,25.0,25,,10.0,0.0,0,0,9c5b93032ff54ea7aa4f2b30a87eb5f6,failure to be informed of your hazard is important,failure to be informed of our has met is important,0.11999999731779099,9c5b9303,6.0
740,0,0.09803921729326248,750.0,cafe,,failure to be informed of your hazard is important,faliur to be informed of your hasmat is importtunt,0.1599999964237213,,25.0,25,,9.0,0.0,5,9c5b93032ff54ea7aa4f2b30a87eb5f6,d14ebf1fffae49d8b76323eb6c393120,failure to be informed of your has mat is important,faliur to be informed of your hasmat is importtunt,0.09803921729326248,d14ebf1f,2.0
1583,0,0.45098039507865906,565.0,cafe,,failure to be informed of your has mat is important,failure to be wearing a has mat is unfortunate,0.3921568691730499,,25.0,25,,10.0,0.0,6,d14ebf1fffae49d8b76323eb6c393120,35858264868b49228a1b1ad4c9704a32,Failure to be wearing a hat man is unfortunate,failure to be wearing a has mat is unfortunate,0.06521739065647125,35858264,6.0
534,0,0.10869564861059189,1250.0,cafe,,Failure to be wearing a hat man is unfortunate,failure to be wearing has man his unfortunate,0.10869564861059189,,25.0,25,,9.0,0.0,8,35858264868b49228a1b1ad4c9704a32,53edaed0aee2422e96af6c0d3d636962,failure to be wearing has mat is unfortunate,failure to be wearing has man his unfortunate,0.04444444552063942,53edaed0,3.0
1359,0,0.13636364042758942,846.0,cafe,,failure to be wearing has mat is unfortunate,fail her to be wearing has mat is unfortunate,0.06666667014360428,,25.0,25,,8.0,0.0,9,53edaed0aee2422e96af6c0d3d636962,d2309e9d6bcc43cf9559553f83e0d299,Failure to be wearing hats is unfortunate,fail her to be wearing has mat is unfortunate,0.20000000298023224,d2309e9d,2.0
1068,0,0.5681818127632141,448.0,cafe,,Failure to be wearing hats is unfortunate,there was the last night which was unfortunate,0.52173912525177,,25.0,25,,7.0,0.0,12,d2309e9d6bcc43cf9559553f83e0d299,69dd4ca23d664987873b5c73e7eafb56,It was the last night which was unfortunate ,there was the last night which was unfortunate,0.1304347813129425,69dd4ca2,8.0
487,0,0.4318181872367859,666.0,cafe,,It was the last night which was unfortunate ,it was the last night with him,0.4318181872367859,,25.0,25,,9.0,0.0,13,69dd4ca23d664987873b5c73e7eafb56,e6760247169048e0b7cadc76964b404e,it was the last night with him,it was the last night with him,0.0,e6760247,4.0
0,0,,,,,,,,,,26,,,,-1,,0,someone probably will hear you if you yell for help,,,,
888,0,0.19607843458652496,557.0,cafe,,someone probably will hear you if you yell for help,some one will probably hear you if you go for help,0.29411765933036804,,26.0,26,,10.0,0.0,0,0,3418530188874362906071bff7b82f88,someone will probably hear you if you yell for help,some one will probably hear you if you go for help,0.09803921729326248,34185301,2.0
2005,0,0.019607843831181526,1250.0,cafe,,someone will probably hear you if you yell for help,soon will probably hear you that he elfero,0.37254902720451355,,26.0,26,,10.0,0.0,1,3418530188874362906071bff7b82f88,da598509bb3140bda6e15e97a0736c22,Someone will probably hear you if you yell for help,soon will probably hear you that he elfero,0.3921568691730499,da598509,0.0
1542,0,0.0784313753247261,763.0,cafe,,Someone will probably hear you if you yell for help,some one will probably hear you if you yell for them,0.09615384787321091,,26.0,26,,10.0,0.0,2,da598509bb3140bda6e15e97a0736c22,8cf6535ea0ae4addb28f5f90a2b13a7d,someone will probably hear you if you yell for them,some one will probably hear you if you yell for them,0.01923076994717121,8cf6535e,1.0
1108,0,0.03921568766236305,,cafe,,someone will probably hear you if you yell for them,some one will probably hear you a you yell for them,0.05882352963089943,,26.0,26,,10.0,,3,8cf6535ea0ae4addb28f5f90a2b13a7d,3e1624aa7b3841548f1aae1449ee578f,someone will probably here you if you yell for them,some one will probably hear you a you yell for them,0.09803921729326248,3e1624aa,1.0
1981,0,0.05882352963089943,2930.0,cafe,,someone will probably here you if you yell for them,some one will probably hear you if you yell for them,0.057692307978868484,,26.0,26,,10.0,0.0,5,3e1624aa7b3841548f1aae1449ee578f,edb850d5f65e40b7aca9cf14da4fd06b,Someone will probably hear you if you yell for them,some one will probably hear you if you yell for them,0.03846153989434242,edb850d5,1.0
1147,0,0.23529411852359772,1178.0,cafe,,Someone will probably hear you if you yell for them,some one will probably hear you if he run again,0.3333333432674408,,26.0,26,,10.0,0.0,6,edb850d5f65e40b7aca9cf14da4fd06b,cfd2091586984815987b9eae31ce432e,Someone will probably hear you if you run again,some one will probably hear you if he run again,0.10638298094272614,cfd20915,3.0
321,0,0.1489361673593521,584.0,cafe,,Someone will probably hear you if you run again,some one who probably hear you if you run,0.23404255509376526,,26.0,26,,9.0,0.0,7,cfd2091586984815987b9eae31ce432e,5f79d04e2f934f27ac5a37fefa1b8f11,someone will probably hear you if you run,some one who probably hear you if you run,0.09756097197532654,5f79d04e,1.0
269,0,0.0714285746216774,689.0,cafe,,someone will probably hear you if you run,some would probly here you a you run,0.2926829159259796,,26.0,26,,8.0,0.0,9,5f79d04e2f934f27ac5a37fefa1b8f11,67497f6ffb7e47d795ea7b655ccdd0ca,someone would probably hear you if you run,some would probly here you a you run,0.2142857164144516,67497f6f,1.0
846,0,0.1666666716337204,545.0,cafe,,someone would probably hear you if you run,some one will probably hear you if you moan,0.1627907007932663,,26.0,26,,8.0,0.0,10,67497f6ffb7e47d795ea7b655ccdd0ca,dc02e8bc38234eed94e4e0cfbe083801,Someone will probably hear you if you moan,some one will probably hear you if you moan,0.04651162773370743,dc02e8bc,2.0
615,0,0.02380952425301075,1221.0,cafe,,Someone will probably hear you if you moan,some one will probably hear you a you man,0.1190476194024086,,26.0,26,,8.0,0.0,11,dc02e8bc38234eed94e4e0cfbe083801,e4d333ad2de54f93b023b7de0a005bb6,someone will probably hear you if you moan,some one will probably hear you a you man,0.095238097012043,e4d333ad,0.0
1584,0,0.3095238208770752,950.0,cafe,,someone will probably hear you if you moan,some one will probably hear you,0.3095238208770752,,26.0,26,,8.0,0.0,12,e4d333ad2de54f93b023b7de0a005bb6,35858264868b49228a1b1ad4c9704a32,Someone will probably hear you,some one will probably hear you,0.06451612710952759,35858264,3.0
0,0,,,,,,,,,,27,,,,-1,,0,they may extend across the whole width of a glacier,,,,
1826,0,0.1568627506494522,559.0,cafe,,they may extend across the whole width of a glacier,he may stand across the hall with of the glacier,0.23529411852359772,,27.0,27,,10.0,0.0,0,0,9c5b93032ff54ea7aa4f2b30a87eb5f6,he may stand across the whole width of the glacier,he may stand across the hall with of the glacier,0.07999999821186066,9c5b9303,3.0
1109,0,0.16981132328510284,1068.0,cafe,,he may stand across the whole width of the glacier,he may stand across the hall with hold of the glaciers,0.18518517911434174,,27.0,27,,10.0,0.0,3,9c5b93032ff54ea7aa4f2b30a87eb5f6,3e1624aa7b3841548f1aae1449ee578f,he may stand across the hall with old of the glaciers,he may stand across the hall with hold of the glaciers,0.018518518656492233,3e1624aa,4.0
1148,0,0.18518517911434174,973.0,cafe,,he may stand across the hall with old of the glaciers,you may stand across a hall with all the closures,0.30188679695129395,,27.0,27,,11.0,0.0,4,3e1624aa7b3841548f1aae1449ee578f,cfd2091586984815987b9eae31ce432e,You may stand across the hall with all of the closures,you may stand across a hall with all the closures,0.12962962687015533,cfd20915,3.0
742,0,0.2222222238779068,967.0,cafe,,You may stand across the hall with all of the closures,he stand across the hall with all of the clothes on,0.24074074625968933,,27.0,27,,11.0,0.0,5,cfd2091586984815987b9eae31ce432e,d14ebf1fffae49d8b76323eb6c393120,they stand across the hall with all of the clothes on,he stand across the hall with all of the clothes on,0.03773584961891174,d14ebf1f,4.0
270,0,0.0,788.0,cafe,,they stand across the hall with all of the clothes on,they stands across the hall what all though he clothes on,0.17543859779834747,,27.0,27,,11.0,0.0,6,d14ebf1fffae49d8b76323eb6c393120,67497f6ffb7e47d795ea7b655ccdd0ca,they stand across the hall with all of the clothes on,they stands across the hall what all though he clothes on,0.17543859779834747,67497f6f,0.0
1441,0,0.1428571492433548,1820.0,cafe,,they stand across the hall with all of the clothes on,they stand across the court with all of their clothes on ,0.14035087823867798,,27.0,27,,11.0,0.0,7,67497f6ffb7e47d795ea7b655ccdd0ca,805b2dbf2fdc4b7da527a1990caa2cec,They stand across the court with all of their clothes on,they stand across the court with all of their clothes on ,0.035087719559669495,805b2dbf,2.0
616,0,0.3392857015132904,1334.0,cafe,,They stand across the court with all of their clothes on,the stand a crossed the core with something in their eyes,0.4385964870452881,,27.0,27,,11.0,0.0,8,805b2dbf2fdc4b7da527a1990caa2cec,e4d333ad2de54f93b023b7de0a005bb6,they stand across the court with something in their eyes,the stand a crossed the core with something in their eyes,0.10526315867900848,e4d333ad,4.0
182,0,0.375,619.0,cafe,,they stand across the court with something in their eyes,stand across the court and the sun is in our eyes,0.375,,27.0,27,,10.0,0.0,9,e4d333ad2de54f93b023b7de0a005bb6,79898d5889764da58052ff63b6d18806,stand across the court and the sun is in our eyes,stand across the court and the sun is in our eyes,0.0,79898d58,6.0
1777,0,0.1320754736661911,596.0,cafe,,stand across the court and the sun is in our eyes,stand up across the court and the sun was in her eyes,0.1320754736661911,,27.0,27,,11.0,0.0,10,79898d5889764da58052ff63b6d18806,f10793460a41442eaf56f7ded13b9924,stand up across the court and the sun was in her eyes,stand up across the court and the sun was in her eyes,0.0,f1079346,3.0
1670,0,0.0,1315.0,cafe,,stand up across the court and the sun was in her eyes,stand up across the court and the sun was in her eyes,0.0,,27.0,27,,12.0,0.0,13,f10793460a41442eaf56f7ded13b9924,a575811edc0841b082724370f678d574,stand up across the court and the sun was in her eyes,stand up across the court and the sun was in her eyes,0.0,a575811e,0.0
946,0,0.25,1355.0,cafe,,stand up across the court and the sun was in her eyes,he sandra crossed the court because the sun was in her eyes,0.2711864411830902,,27.0,27,,12.0,0.0,14,a575811edc0841b082724370f678d574,0bc62c97629346f6a59ab5481c9b17d0,Sandra crossed the court because the sun was in her eyes,he sandra crossed the court because the sun was in her eyes,0.06779661029577255,0bc62c97,4.0
1260,0,0.19354838132858276,710.0,cafe,,Sandra crossed the court because the sun was in her eyes,he centered across to court because the sun was in her eyes,0.23728813230991364,,27.0,27,,11.0,0.0,15,0bc62c97629346f6a59ab5481c9b17d0,c4dd3ef88be647518f2c64ca88bfc62b,She sauntered across the court because the sun was in her eyes,he centered across to court because the sun was in her eyes,0.09677419066429138,c4dd3ef8,3.0
409,0,0.3492063581943512,1116.0,cafe,,She sauntered across the court because the sun was in her eyes,she centered on to the floor even though the sun was in her eyes,0.359375,,27.0,27,,12.0,0.0,16,c4dd3ef88be647518f2c64ca88bfc62b,821252d8660547b98b13f0103b19af8a,she centered onto the floor even though the sun was in her eyes,she centered on to the floor even though the sun was in her eyes,0.015625,821252d8,5.0
1361,0,0.17910447716712952,606.0,cafe,,she centered onto the floor even though the sun was in her eyes,she centered on of the floor even though the symbol injured her ass,0.23880596458911896,,27.0,27,,13.0,0.0,17,821252d8660547b98b13f0103b19af8a,d2309e9d6bcc43cf9559553f83e0d299,She centered onto the floor even though the symbol injured her eyes,she centered on of the floor even though the symbol injured her ass,0.08955223858356476,d2309e9d,3.0
1496,0,0.2238806039094925,933.0,cafe,,She centered onto the floor even though the symbol injured her eyes,he centered on to the floor even though the sun belt injured,0.23880596458911896,,27.0,27,,12.0,0.0,19,d2309e9d6bcc43cf9559553f83e0d299,1d1900d9e2494fa899d00cf82c8a9203,she centered onto the floor even though the sun belt injured,he centered on to the floor even though the sun belt injured,0.03333333507180214,1d1900d9,4.0
1070,0,0.3166666626930237,481.0,cafe,,she centered onto the floor even though the sun belt injured,he sends her out o four even though the sun was watching,0.4333333373069763,,27.0,27,,11.0,0.0,20,1d1900d9e2494fa899d00cf82c8a9203,69dd4ca23d664987873b5c73e7eafb56,He sent her onto the floor even though the son was watching,he sends her out o four even though the sun was watching,0.18644067645072937,69dd4ca2,6.0
489,0,0.5762711763381958,1286.0,cafe,,He sent her onto the floor even though the son was watching,he sent her on to forward and went along the way,0.5593220591545105,,27.0,27,,12.0,0.0,21,69dd4ca23d664987873b5c73e7eafb56,e6760247169048e0b7cadc76964b404e,he sent he on to forward and went along the way,he sent her on to forward and went along the way,0.02083333395421505,e6760247,10.0
0,0,,,,,,,,,,28,,,,-1,,0,falls are one kind of accident you can help prevent,,,,
890,0,0.0892857164144516,746.0,cafe,,falls are one kind of accident you can help prevent,falls are one kind of accident that you can help prevent,0.0892857164144516,,28.0,28,,10.0,0.0,0,0,3418530188874362906071bff7b82f88,falls are one kind of accident that you can help prevent,falls are one kind of accident that you can help prevent,0.0,34185301,1.0
50,0,0.1964285671710968,639.0,cafe,,falls are one kind of accident that you can help prevent,falls or one kind of accident that people can pevent,0.2321428507566452,,28.0,28,,11.0,0.0,1,3418530188874362906071bff7b82f88,edf8f705ab7241a191fa3ae24e381ebc,Falls are one kind of accident that people can prevent,falls or one kind of accident that people can pevent,0.07407407462596893,edf8f705,2.0
1394,0,0.20370370149612427,734.0,cafe,,Falls are one kind of accident that people can prevent,falls or one kind of action that people can prevent,0.12962962687015533,,28.0,28,,10.0,0.0,3,edf8f705ab7241a191fa3ae24e381ebc,23d740209a764a26a790843fa9a9c3bd,falls are one kind of prevention people can prevent,falls or one kind of action that people can prevent,0.21568627655506134,23d74020,2.0
